graph_id,image,source,pack_id,gitqa_ref,n,m,girth,cycles,longest_cycle,crossings,ring_order,gold_cycle,foil_kind,reviewer,display_note
0,r000_circular.png,gitqa,gitqa_00,1070,26,26,9,1,,79,node_id,4 – 25 – 3 – 1 – 0 – 21 – 13 – 18 – 14,premature,40190,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
137,r137_circular.png,generated,68,gen-68,13,14,3,2,6,15,node_id,1 – 5 – 2,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
138,r138_circular.png,gitqa,gitqa_69,1139,27,29,5,3,,2,cycle_backbone,1 – 8 – 7 – 2 – 0,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
139,r139_circular.png,generated,69,gen-69,21,22,4,2,5,44,node_id,10 – 3 – 12 – 9,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
140,r140_circular.png,gitqa,gitqa_70,1140,27,28,3,2,,110,node_id,6 – 2 – 0,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
141,r141_circular.png,generated,70,gen-70,22,22,5,1,5,48,node_id,1 – 7 – 4 – 5 – 3,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
142,r142_circular.png,gitqa,gitqa_71,1141,27,27,9,1,,107,node_id,9 – 11 – 4 – 13 – 1 – 0 – 15 – 25 – 17,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
143,r143_circular.png,generated,71,gen-71,15,17,6,3,10,48,node_id,8 – 1 – 11 – 4 – 0 – 3,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
144,r144_circular.png,gitqa,gitqa_72,1142,27,27,3,1,,0,cycle_backbone,19 – 0 – 1,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
145,r145_circular.png,generated,72,gen-72,15,16,3,2,5,37,node_id,8 – 2 – 7,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
146,r146_circular.png,gitqa,gitqa_73,1143,27,28,5,2,,100,node_id,0 – 1 – 15 – 8 – 2,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
147,r147_circular.png,generated,73,gen-73,22,23,4,2,6,50,node_id,20 – 1 – 11 – 14,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
148,r148_circular.png,gitqa,gitqa_74,1144,27,30,5,4,,118,node_id,22 – 3 – 0 – 2 – 10,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
149,r149_circular.png,generated,74,gen-74,17,18,5,2,8,23,node_id,13 – 11 – 1 – 4 – 10,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
150,r150_circular.png,gitqa,gitqa_75,1145,27,30,3,4,,95,node_id,3 – 0 – 2,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
151,r151_circular.png,generated,75,gen-75,11,12,6,2,6,13,node_id,1 – 8 – 2 – 9 – 0 – 10,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
152,r152_circular.png,gitqa,gitqa_76,1146,27,28,3,2,,89,node_id,1 – 0 – 24,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
153,r153_circular.png,generated,76,gen-76,16,16,3,1,3,46,node_id,14 – 7 – 5,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
154,r154_circular.png,gitqa,gitqa_77,1147,27,30,5,4,,118,node_id,10 – 2 – 0 – 3 – 22,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
155,r155_circular.png,generated,77,gen-77,11,13,4,3,6,22,node_id,9 – 0 – 8 – 3,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
156,r156_circular.png,gitqa,gitqa_78,1148,27,28,6,2,,125,node_id,24 – 12 – 21 – 2 – 0 – 3,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
157,r157_circular.png,generated,78,gen-78,15,16,5,2,8,37,node_id,13 – 1 – 9 – 4 – 5,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
158,r158_circular.png,gitqa,gitqa_79,1149,27,29,3,3,,3,cycle_backbone,2 – 10 – 0,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
159,r159_circular.png,generated,79,gen-79,13,13,6,1,6,13,node_id,6 – 7 – 8 – 4 – 3 – 11,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
160,r160_circular.png,gitqa,gitqa_80,1150,27,29,4,3,,100,node_id,3 – 5 – 4 – 0,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
161,r161_circular.png,generated,80,gen-80,11,14,3,4,10,18,node_id,8 – 6 – 5,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
162,r162_circular.png,gitqa,gitqa_81,1151,27,27,7,1,,119,node_id,6 – 16 – 11 – 26 – 0 – 1 – 19,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
163,r163_circular.png,generated,81,gen-81,15,16,4,2,8,31,node_id,6 – 3 – 2 – 10,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
164,r164_circular.png,gitqa,gitqa_82,1152,27,30,3,4,,119,node_id,15 – 3 – 0,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
165,r165_circular.png,generated,82,gen-82,18,18,5,1,5,27,node_id,10 – 11 – 15 – 0 – 3,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
166,r166_circular.png,gitqa,gitqa_83,1153,27,30,3,4,,114,node_id,3 – 0 – 1,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
167,r167_circular.png,generated,83,gen-83,14,15,6,2,6,19,node_id,8 – 13 – 3 – 6 – 0 – 7,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
168,r168_circular.png,gitqa,gitqa_84,1154,27,27,5,1,,58,node_id,3 – 2 – 0 – 1 – 5,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
169,r169_circular.png,generated,84,gen-84,16,18,3,3,8,55,node_id,13 – 6 – 8,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
170,r170_circular.png,gitqa,gitqa_85,1155,27,28,6,2,,78,node_id,25 – 16 – 4 – 8 – 2 – 0,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
171,r171_circular.png,generated,85,gen-85,14,14,4,1,4,13,node_id,1 – 3 – 7 – 6,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
172,r172_circular.png,gitqa,gitqa_86,1156,27,28,3,2,,110,node_id,6 – 2 – 0,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
173,r173_circular.png,generated,86,gen-86,13,15,5,3,7,16,node_id,1 – 11 – 5 – 12 – 4,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
174,r174_circular.png,gitqa,gitqa_87,1157,27,29,3,3,,101,node_id,2 – 7 – 0,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
175,r175_circular.png,generated,87,gen-87,21,22,6,2,6,48,node_id,2 – 3 – 15 – 6 – 9 – 7,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
176,r176_circular.png,gitqa,gitqa_88,1158,27,29,4,3,,118,node_id,1 – 14 – 3 – 0,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
177,r177_circular.png,generated,88,gen-88,20,22,3,3,5,56,node_id,4 – 9 – 19,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
178,r178_circular.png,gitqa,gitqa_89,1159,27,30,4,4,,6,cycle_backbone,1 – 26 – 7 – 0,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
179,r179_circular.png,generated,89,gen-89,21,22,4,2,4,34,node_id,5 – 6 – 11 – 14,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
180,r180_circular.png,gitqa,gitqa_90,1160,27,27,3,1,,88,node_id,24 – 1 – 0,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
181,r181_circular.png,generated,90,gen-90,18,19,5,2,7,23,node_id,15 – 3 – 1 – 8 – 13,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
182,r182_circular.png,gitqa,gitqa_91,1161,27,27,3,1,,126,node_id,1 – 0 – 20,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
183,r183_circular.png,generated,91,gen-91,13,14,6,2,8,36,node_id,10 – 5 – 0 – 4 – 11 – 12,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
184,r184_circular.png,gitqa,gitqa_92,1162,27,28,3,2,,105,node_id,2 – 1 – 0,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
185,r185_circular.png,generated,92,gen-92,19,22,3,4,14,43,node_id,8 – 12 – 14,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
186,r186_circular.png,gitqa,gitqa_93,1163,27,30,3,4,,90,node_id,1 – 0 – 4,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
187,r187_circular.png,generated,93,gen-93,16,16,4,1,4,47,node_id,9 – 8 – 10 – 1,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
188,r188_circular.png,gitqa,gitqa_94,1164,27,30,3,4,,0,cycle_backbone,3 – 0 – 14,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
189,r189_circular.png,generated,94,gen-94,13,15,5,3,8,17,node_id,7 – 6 – 9 – 5 – 0,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
190,r190_circular.png,gitqa,gitqa_95,1165,27,29,5,3,,76,node_id,3 – 0 – 15 – 10 – 11,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
191,r191_circular.png,generated,95,gen-95,22,23,6,2,9,46,node_id,3 – 13 – 1 – 5 – 10 – 11,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
192,r192_circular.png,gitqa,gitqa_96,1166,27,29,5,3,,4,cycle_backbone,4 – 0 – 1 – 16 – 25,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
193,r193_circular.png,generated,96,gen-96,16,19,3,4,9,54,node_id,10 – 8 – 5,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
194,r194_circular.png,gitqa,gitqa_97,1167,27,29,5,3,,76,node_id,10 – 15 – 0 – 3 – 11,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
195,r195_circular.png,generated,97,gen-97,20,20,4,1,4,38,node_id,2 – 14 – 11 – 7,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
196,r196_circular.png,gitqa,gitqa_98,1168,27,27,3,1,,108,node_id,23 – 0 – 1,adjacent,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
197,r197_circular.png,generated,98,gen-98,13,14,5,2,8,28,node_id,11 – 1 – 5 – 9 – 0,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
198,r198_circular.png,gitqa,gitqa_99,1169,27,30,5,4,,10,cycle_backbone,25 – 16 – 1 – 0 – 4,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
199,r199_circular.png,generated,99,gen-99,11,12,6,2,6,17,node_id,6 – 2 – 1 – 10 – 0 – 5,premature,40290,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
200,r200_circular.png,gitqa,gitqa_100,1170,27,27,10,1,,97,node_id,12 – 7 – 6 – 1 – 0 – 3 – 26 – 5 – 22 – 23,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
201,r201_circular.png,generated,100,gen-100,17,17,3,1,3,39,node_id,2 – 16 – 10,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
202,r202_circular.png,gitqa,gitqa_101,1171,27,27,7,1,,142,node_id,13 – 4 – 26 – 21 – 8 – 1 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
203,r203_circular.png,generated,101,gen-101,14,17,4,4,8,44,node_id,2 – 9 – 13 – 11,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
204,r204_circular.png,gitqa,gitqa_102,1172,27,28,7,2,,1,cycle_backbone,24 – 23 – 0 – 1 – 14 – 17 – 20,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
205,r205_circular.png,generated,102,gen-102,18,21,5,4,10,60,node_id,6 – 1 – 10 – 15 – 11,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
206,r206_circular.png,gitqa,gitqa_103,1173,27,30,4,4,,12,cycle_backbone,6 – 1 – 0 – 4,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
207,r207_circular.png,generated,103,gen-103,19,20,6,2,7,48,node_id,14 – 9 – 11 – 4 – 16 – 12,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
208,r208_circular.png,gitqa,gitqa_104,1174,27,27,5,1,,0,cycle_backbone,20 – 0 – 1 – 15 – 26,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
209,r209_circular.png,generated,104,gen-104,22,24,3,3,7,48,node_id,8 – 21 – 10,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
210,r210_circular.png,gitqa,gitqa_105,1175,27,27,6,1,,110,node_id,4 – 19 – 6 – 0 – 1 – 3,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
211,r211_circular.png,generated,105,gen-105,17,18,4,2,8,46,node_id,12 – 5 – 8 – 1,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
212,r212_circular.png,gitqa,gitqa_106,1176,27,29,5,3,,4,cycle_backbone,4 – 0 – 1 – 16 – 25,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
213,r213_circular.png,generated,106,gen-106,22,23,5,2,7,48,node_id,9 – 14 – 11 – 10 – 1,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
214,r214_circular.png,gitqa,gitqa_107,1177,27,29,3,3,,102,node_id,21 – 3 – 0,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
215,r215_circular.png,generated,107,gen-107,14,14,6,1,6,32,node_id,12 – 1 – 8 – 2 – 10 – 7,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
216,r216_circular.png,gitqa,gitqa_108,1178,27,27,4,1,,113,node_id,24 – 0 – 1 – 22,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
217,r217_circular.png,generated,108,gen-108,21,22,3,2,10,51,node_id,3 – 13 – 1,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
218,r218_circular.png,gitqa,gitqa_109,1179,27,29,3,3,,0,cycle_backbone,4 – 0 – 3,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
219,r219_circular.png,generated,109,gen-109,21,22,4,2,8,32,node_id,7 – 5 – 4 – 8,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
220,r220_circular.png,gitqa,gitqa_110,1180,27,29,4,3,,2,cycle_backbone,1 – 22 – 2 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
221,r221_circular.png,generated,110,gen-110,16,19,5,4,10,25,node_id,15 – 12 – 9 – 0 – 2,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
222,r222_circular.png,gitqa,gitqa_111,1181,27,29,3,3,,107,node_id,12 – 1 – 0,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
223,r223_circular.png,generated,111,gen-111,14,15,6,2,10,29,node_id,4 – 7 – 5 – 2 – 0 – 1,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
224,r224_circular.png,gitqa,gitqa_112,1182,27,28,6,2,,86,node_id,16 – 17 – 12 – 0 – 1 – 7,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
225,r225_circular.png,generated,112,gen-112,15,15,3,1,3,16,node_id,8 – 14 – 1,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
226,r226_circular.png,gitqa,gitqa_113,1183,27,29,6,3,,4,cycle_backbone,7 – 24 – 10 – 3 – 0 – 6,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
227,r227_circular.png,generated,113,gen-113,17,17,4,1,4,39,node_id,13 – 0 – 16 – 5,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
228,r228_circular.png,gitqa,gitqa_114,1184,27,27,7,1,,0,cycle_backbone,11 – 2 – 22 – 16 – 0 – 1 – 15,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
229,r229_circular.png,generated,114,gen-114,13,15,5,3,8,27,node_id,1 – 4 – 9 – 0 – 11,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
230,r230_circular.png,gitqa,gitqa_115,1185,27,27,6,1,,0,cycle_backbone,11 – 2 – 0 – 1 – 20 – 17,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
231,r231_circular.png,generated,115,gen-115,20,21,6,2,6,49,node_id,2 – 19 – 6 – 9 – 12 – 14,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
232,r232_circular.png,gitqa,gitqa_116,1186,27,27,8,1,,74,node_id,18 – 12 – 13 – 19 – 24 – 0 – 1 – 4,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
233,r233_circular.png,generated,116,gen-116,11,12,3,2,4,13,node_id,6 – 0 – 4,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
234,r234_circular.png,gitqa,gitqa_117,1187,27,30,3,4,,4,cycle_backbone,4 – 3 – 0,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
235,r235_circular.png,generated,117,gen-117,16,17,4,2,8,27,node_id,7 – 12 – 11 – 8,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
236,r236_circular.png,gitqa,gitqa_118,1188,27,27,9,1,,0,cycle_backbone,13 – 14 – 26 – 3 – 16 – 24 – 0 – 1 – 25,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
237,r237_circular.png,generated,118,gen-118,16,18,5,3,9,33,node_id,14 – 12 – 1 – 10 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
238,r238_circular.png,gitqa,gitqa_119,1189,27,30,3,4,,122,node_id,6 – 0 – 2,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
239,r239_circular.png,generated,119,gen-119,12,14,6,3,10,24,node_id,10 – 4 – 11 – 6 – 8 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
240,r240_circular.png,gitqa,gitqa_120,1190,27,28,5,2,,121,node_id,19 – 6 – 2 – 0 – 1,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
241,r241_circular.png,generated,120,gen-120,16,19,3,4,8,49,node_id,10 – 13 – 6,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
242,r242_circular.png,gitqa,gitqa_121,1191,27,27,8,1,,99,node_id,17 – 7 – 25 – 20 – 8 – 15 – 1 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
243,r243_circular.png,generated,121,gen-121,19,19,4,1,4,44,node_id,2 – 0 – 6 – 8,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
244,r244_circular.png,gitqa,gitqa_122,1192,27,29,3,3,,111,node_id,2 – 0 – 26,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
245,r245_circular.png,generated,122,gen-122,17,17,5,1,5,37,node_id,12 – 15 – 9 – 10 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
246,r246_circular.png,gitqa,gitqa_123,1193,27,29,4,3,,8,cycle_backbone,4 – 6 – 1 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
247,r247_circular.png,generated,123,gen-123,19,21,6,3,10,47,node_id,1 – 8 – 13 – 10 – 2 – 17,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
248,r248_circular.png,gitqa,gitqa_124,1194,27,29,5,3,,76,node_id,0 – 3 – 11 – 10 – 15,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
249,r249_circular.png,generated,124,gen-124,19,21,3,3,5,57,node_id,11 – 7 – 3,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
250,r250_circular.png,gitqa,gitqa_125,1195,27,30,3,4,,72,node_id,5 – 1 – 0,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
251,r251_circular.png,generated,125,gen-125,13,16,4,4,6,28,node_id,9 – 1 – 0 – 6,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
252,r252_circular.png,gitqa,gitqa_126,1196,27,27,3,1,,102,node_id,12 – 0 – 1,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
253,r253_circular.png,generated,126,gen-126,19,20,5,2,7,33,node_id,6 – 5 – 14 – 18 – 9,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
254,r254_circular.png,gitqa,gitqa_127,1197,27,28,7,2,,94,node_id,1 – 3 – 25 – 14 – 19 – 2 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
255,r255_circular.png,generated,127,gen-127,11,12,6,2,6,18,node_id,9 – 0 – 2 – 1 – 5 – 7,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
256,r256_circular.png,gitqa,gitqa_128,1198,27,29,3,3,,87,node_id,2 – 11 – 0,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
257,r257_circular.png,generated,128,gen-128,22,23,3,2,4,44,node_id,7 – 9 – 21,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
258,r258_circular.png,gitqa,gitqa_129,1199,27,30,3,4,,2,cycle_backbone,1 – 0 – 4,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
259,r259_circular.png,generated,129,gen-129,13,15,4,3,7,38,node_id,0 – 3 – 9 – 12,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
260,r260_circular.png,gitqa,gitqa_130,1200,28,29,6,2,,1,cycle_backbone,11 – 2 – 0 – 1 – 19 – 26,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
261,r261_circular.png,generated,130,gen-130,18,19,5,2,7,48,node_id,9 – 2 – 16 – 0 – 12,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
262,r262_circular.png,gitqa,gitqa_131,1201,28,31,4,4,,3,cycle_backbone,1 – 27 – 4 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
263,r263_circular.png,generated,131,gen-131,21,23,6,3,11,53,node_id,4 – 20 – 0 – 3 – 6 – 18,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
264,r264_circular.png,gitqa,gitqa_132,1202,28,30,3,3,,118,node_id,7 – 0 – 2,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
265,r265_circular.png,generated,132,gen-132,15,15,3,1,3,26,node_id,10 – 8 – 0,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
266,r266_circular.png,gitqa,gitqa_133,1203,28,31,3,4,,138,node_id,3 – 10 – 0,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
267,r267_circular.png,generated,133,gen-133,17,18,4,2,7,36,node_id,14 – 9 – 3 – 2,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
268,r268_circular.png,gitqa,gitqa_134,1204,28,30,3,3,,127,node_id,1 – 2 – 0,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
269,r269_circular.png,generated,134,gen-134,22,24,5,3,8,48,node_id,12 – 9 – 20 – 3 – 16,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
270,r270_circular.png,gitqa,gitqa_135,1205,28,29,3,2,,88,node_id,8 – 0 – 2,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
271,r271_circular.png,generated,135,gen-135,19,20,6,2,10,56,node_id,2 – 0 – 8 – 1 – 9 – 7,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
272,r272_circular.png,gitqa,gitqa_136,1206,28,28,6,1,,0,cycle_backbone,1 – 0 – 17 – 23 – 15 – 25,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
273,r273_circular.png,generated,136,gen-136,20,20,3,1,3,55,node_id,17 – 13 – 4,adjacent,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
274,r274_circular.png,gitqa,gitqa_137,1207,28,29,6,2,,78,node_id,25 – 16 – 4 – 8 – 2 – 0,premature,40390,options randomly rotated/flipped with counterbalance (seed 7000+gid); drawing+gold unchanged
